Tue Apr 19 14:29:00 2016    prof

         750002 function calls (710226 primitive calls) in 1.671 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 table.py:21(<module>)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
       69    0.000    0.000    0.001    0.000 cm.py:44(_reverse_cmap_spec)
        1    0.001    0.001    0.001    0.001 dumper.py:2(<module>)
      486    0.001    0.000    0.001    0.000 genericpath.py:85(_splitext)
        6    0.000    0.000    0.001    0.000 pyparsing.py:2919(__init__)
      355    0.001    0.000    0.001    0.000 StringIO.py:208(write)
        1    0.000    0.000    0.001    0.001 textwrap.py:348(fill)
      119    0.000    0.000    0.001    0.000 genericpath.py:15(exists)
        1    0.000    0.000    0.001    0.001 texmanager.py:72(TexManager)
     1392    0.001    0.000    0.001    0.000 artist.py:886(is_alias)
        1    0.000    0.000    0.001    0.001 zipfile.py:3(<module>)
        2    0.000    0.000    0.001    0.001 subprocess.py:475(_eintr_retry_call)
       64    0.001    0.000    0.001    0.000 cm.py:28(revcmap)
     12/6    0.000    0.000    0.001    0.000 pyparsing.py:2563(leaveWhitespace)
        1    0.000    0.000    0.001    0.001 triangulation.py:1(<module>)
        2    0.001    0.001    0.001    0.001 {posix.read}
       40    0.000    0.000    0.001    0.000 core.py:106(get_object_signature)
        1    0.000    0.000    0.001    0.001 arraysetops.py:25(<module>)
       57    0.000    0.000    0.001    0.000 expatbuilder.py:137(__init__)
        1    0.001    0.001    0.001    0.001 tilecode.py:1(<module>)
        1    0.000    0.000    0.001    0.001 find_in_workspaces.py:33(<module>)
      973    0.000    0.000    0.001    0.000 minidom.py:499(keys)
        1    0.000    0.000    0.001    0.001 config.py:359(BaseConfigurator)
        1    0.001    0.001    0.001    0.001 _mathtext_data.py:3(<module>)
     1879    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.001    0.001 numeric.py:1345(array_str)
      114    0.000    0.000    0.001    0.000 expatbuilder.py:166(reset)
        1    0.000    0.000    0.001    0.001 arrayprint.py:246(array2string)
        1    0.000    0.000    0.001    0.001 version.py:63(StrictVersion)
        1    0.001    0.001    0.001    0.001 tz.py:6(<module>)
        4    0.000    0.000    0.001    0.000 __init__.py:173(_is_writable_dir)
        1    0.001    0.001    0.001    0.001 colorbar.py:20(<module>)
        1    0.000    0.000    0.001    0.001 arrayprint.py:175(_array2string)
        1    0.000    0.000    0.001    0.001 difflib.py:29(<module>)
     1442    0.001    0.000    0.001    0.000 sre_parse.py:90(__init__)
       23    0.000    0.000    0.001    0.000 core.py:5915(__init__)
        1    0.001    0.001    0.001    0.001 __init__.py:24(<module>)
        1    0.000    0.000    0.001    0.001 urllib2.py:823(AbstractBasicAuthHandler)
       46    0.000    0.000    0.001    0.000 pyplot.py:1945(<lambda>)
     4730    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.001    0.001 minidom.py:15(<module>)
        1    0.001    0.001    0.001    0.001 image.py:5(<module>)
      394    0.000    0.000    0.001    0.000 ElementTree.py:719(findtext)
        1    0.000    0.000    0.001    0.001 axes3d.py:11(<module>)
       23    0.000    0.000    0.001    0.000 core.py:5919(getdoc)
       78    0.000    0.000    0.001    0.000 __init__.py:1730(_has)
        1    0.000    0.000    0.001    0.001 httplib.py:1002(getresponse)
     5835    0.001    0.000    0.001    0.000 copy.py:198(_deepcopy_atomic)
      686    0.001    0.000    0.001    0.000 copy_reg.py:92(__newobj__)
       10    0.000    0.000    0.001    0.000 colors.py:692(from_list)
     1297    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
      558    0.001    0.000    0.001    0.000 string.py:158(convert)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
       57    0.000    0.000    0.001    0.000 expatbuilder.py:732(install)
        1    0.000    0.000    0.001    0.001 httplib.py:408(begin)
        2    0.000    0.000    0.001    0.000 __init__.py:560(matplotlib_fname)
        1    0.000    0.000    0.001    0.001 msgs.py:33(<module>)
       57    0.000    0.000    0.001    0.000 expatbuilder.py:350(first_element_handler)
        1    0.000    0.000    0.001    0.001 decorators.py:15(<module>)
       54    0.000    0.000    0.001    0.000 package.py:559(_get_optional_node)
        1    0.000    0.000    0.001    0.001 mlab.py:142(<module>)
        1    0.000    0.000    0.001    0.001 tempfile.py:18(<module>)
     10/6    0.000    0.000    0.001    0.000 pyparsing.py:2194(leaveWhitespace)
        1    0.001    0.001    0.001    0.001 cyaml.py:2(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 markers.py:21(MarkerStyle)
        1    0.000    0.000    0.001    0.001 textwrap.py:107(__init__)
       13    0.000    0.000    0.001    0.000 path.py:86(__init__)
        1    0.000    0.000    0.001    0.001 SimpleXMLRPCServer.py:424(SimpleXMLRPCRequestHandler)
      146    0.000    0.000    0.001    0.000 package.py:295(__str__)
        1    0.000    0.000    0.001    0.001 __init__.py:2341(EntryPoint)
        1    0.001    0.001    0.001    0.001 tarfile.py:31(<module>)
        4    0.000    0.000    0.001    0.000 tempfile.py:464(TemporaryFile)
     1587    0.000    0.000    0.001    0.000 {all}
        6    0.000    0.000    0.001    0.000 socket.py:406(readline)
        1    0.000    0.000    0.001    0.001 artist.py:782(ArtistInspector)
       57    0.001    0.000    0.001    0.000 expatbuilder.py:174(install)
     2355    0.001    0.000    0.001    0.000 minidom.py:778(hasAttribute)
        1    0.000    0.000    0.001    0.001 httplib.py:369(_read_status)
      421    0.000    0.000    0.001    0.000 posixpath.py:110(basename)
      228    0.000    0.000    0.001    0.000 sre_parse.py:225(_class_escape)
     1378    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
      3/1    0.000    0.000    0.001    0.001 arrayprint.py:320(_formatArray)
       69    0.000    0.000    0.001    0.000 {filter}
        1    0.000    0.000    0.001    0.001 distribution_cache.py:34(<module>)
      243    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 lookup.py:315(create_from_rospkg)
        1    0.000    0.000    0.001    0.001 service.py:36(<module>)
        1    0.001    0.001    0.001    0.001 {posix.popen}
      114    0.000    0.000    0.001    0.000 minidom.py:1363(createDocument)
       50    0.001    0.000    0.001    0.000 {imp.find_module}
        4    0.000    0.000    0.001    0.000 __init__.py:2683(from_filename)
        1    0.001    0.001    0.001    0.001 {method 'recv' of '_socket.socket' objects}
      485    0.001    0.000    0.001    0.000 urlparse.py:315(<genexpr>)
      485    0.001    0.000    0.001    0.000 urllib.py:1199(<genexpr>)
        1    0.001    0.001    0.001    0.001 heapq.py:31(<module>)
        1    0.001    0.001    0.001    0.001 offsetbox.py:15(<module>)
      306    0.000    0.000    0.001    0.000 sre_parse.py:257(_escape)
        1    0.000    0.000    0.001    0.001 names.py:33(<module>)
       48    0.001    0.000    0.001    0.000 manifest.py:56(_get_nodes_by_name)
        8    0.000    0.000    0.001    0.000 sources_list.py:206(__init__)
        1    0.001    0.001    0.001    0.001 mimetools.py:1(<module>)
        1    0.000    0.000    0.001    0.001 rosout.py:35(<module>)
      394    0.000    0.000    0.001    0.000 glob.py:77(has_magic)
        4    0.000    0.000    0.001    0.000 tempfile.py:226(_mkstemp_inner)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        1    0.001    0.001    0.001    0.001 {posix.fork}
        1    0.000    0.000    0.001    0.001 patches.py:2768(ArrowStyle)
     1830    0.001    0.000    0.001    0.000 version.py:254(<genexpr>)
        8    0.000    0.000    0.001    0.000 sources_list.py:128(__init__)
        1    0.000    0.000    0.001    0.001 patches.py:1625(BoxStyle)
        1    0.000    0.000    0.001    0.001 distribution_file.py:34(<module>)
      858    0.001    0.000    0.001    0.000 {method 'strip' of 'unicode' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:20(<module>)
      470    0.000    0.000    0.001    0.000 <string>:8(__new__)
      133    0.001    0.000    0.001    0.000 pyparsing.py:655(__init__)
        1    0.001    0.001    0.001    0.001 tokens.py:2(<module>)
       18    0.000    0.000    0.001    0.000 arrayprint.py:449(__call__)
        1    0.000    0.000    0.001    0.001 sysconfig.py:10(<module>)
       57    0.000    0.000    0.001    0.000 expatbuilder.py:726(createParser)
       12    0.000    0.000    0.001    0.000 manifest.py:65(check)
        2    0.000    0.000    0.001    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.001    0.001 expatbuilder.py:5(<module>)
        2    0.000    0.000    0.001    0.000 warnings.py:45(filterwarnings)
      223    0.000    0.000    0.001    0.000 minidom.py:343(__init__)
        1    0.000    0.000    0.000    0.000 client.py:425(_init_param_server)
        1    0.000    0.000    0.000    0.000 client.py:343(get_master)
       40    0.000    0.000    0.000    0.000 _inspect.py:118(getargspec)
        1    0.000    0.000    0.000    0.000 numerictypes.py:300(_add_aliases)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
      688    0.000    0.000    0.000    0.000 {method 'replace' of 'unicode' objects}
      143    0.000    0.000    0.000    0.000 sre_parse.py:178(__init__)
        9    0.000    0.000    0.000    0.000 urlparse.py:129(urlparse)
     1017    0.000    0.000    0.000    0.000 minidom.py:467(__init__)
        1    0.000    0.000    0.000    0.000 msproxy.py:80(__init__)
      138    0.000    0.000    0.000    0.000 colors.py:621(__init__)
        1    0.000    0.000    0.000    0.000 core.py:466(xmlrpcapi)
        1    0.000    0.000    0.000    0.000 packages.py:35(<module>)
      139    0.000    0.000    0.000    0.000 StringIO.py:54(__init__)
       84    0.000    0.000    0.000    0.000 __init__.py:1691(_fn)
        1    0.000    0.000    0.000    0.000 defmatrix.py:1(<module>)
       52    0.000    0.000    0.000    0.000 inspect.py:803(getargspec)
        1    0.000    0.000    0.000    0.000 lookup.py:488(_load_all_views)
        8    0.000    0.000    0.000    0.000 sources_list.py:511(compute_filename_hash)
        1    0.000    0.000    0.000    0.000 zipfile.py:405(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 __init__.py:1793(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 zipfile.py:418(_GenerateCRCTable)
        1    0.000    0.000    0.000    0.000 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:316(DateFormatter)
      239    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:1547(__init__)
       91    0.000    0.000    0.000    0.000 docstring.py:35(__call__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
       36    0.000    0.000    0.000    0.000 pyparsing.py:1117(__add__)
       13    0.000    0.000    0.000    0.000 abc.py:105(register)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:10(<module>)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2542(__init__)
       31    0.000    0.000    0.000    0.000 _inspect.py:157(formatargspec)
        1    0.000    0.000    0.000    0.000 utils.py:3(<module>)
        9    0.000    0.000    0.000    0.000 urlparse.py:160(urlsplit)
       57    0.000    0.000    0.000    0.000 utils.py:113(__call__)
        1    0.000    0.000    0.000    0.000 random.py:40(<module>)
        1    0.000    0.000    0.000    0.000 version.py:228(LooseVersion)
        1    0.000    0.000    0.000    0.000 zipfile.py:464(ZipExtFile)
        1    0.000    0.000    0.000    0.000 arrayprint.py:4(<module>)
        1    0.000    0.000    0.000    0.000 xmlreader.py:2(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
      139    0.000    0.000    0.000    0.000 StringIO.py:258(getvalue)
        4    0.000    0.000    0.000    0.000 sources_list.py:615(load_view)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:1437(send_content)
      114    0.000    0.000    0.000    0.000 minidom.py:1423(_create_document)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2935(postParse)
      394    0.000    0.000    0.000    0.000 {built-in method findtext}
        1    0.000    0.000    0.000    0.000 httplib.py:949(endheaders)
       22    0.000    0.000    0.000    0.000 numeric.py:167(asarray)
       58    0.000    0.000    0.000    0.000 {pyexpat.ParserCreate}
        1    0.000    0.000    0.000    0.000 httplib.py:807(_send_output)
      394    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
      245    0.000    0.000    0.000    0.000 sre_parse.py:72(opengroup)
        1    0.000    0.000    0.000    0.000 httplib.py:780(send)
     1363    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
    17/13    0.000    0.000    0.000    0.000 abc.py:148(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 textwrap.py:323(fill)
        1    0.000    0.000    0.000    0.000 tzwin.py:2(<module>)
        1    0.000    0.000    0.000    0.000 distro.py:35(<module>)
       74    0.000    0.000    0.000    0.000 sre_parse.py:216(isname)
        1    0.000    0.000    0.000    0.000 art3d.py:9(<module>)
        1    0.000    0.000    0.000    0.000 textwrap.py:308(wrap)
        1    0.000    0.000    0.000    0.000 backend_agg.py:22(<module>)
        1    0.000    0.000    0.000    0.000 repository.py:34(<module>)
      129    0.000    0.000    0.000    0.000 posixpath.py:80(split)
       15    0.000    0.000    0.000    0.000 __init__.py:1539(getLogger)
        1    0.000    0.000    0.000    0.000 topics.py:64(<module>)
    75/72    0.000    0.000    0.000    0.000 pyparsing.py:108(_ustr)
        1    0.000    0.000    0.000    0.000 patches.py:2302(ConnectionStyle)
        6    0.000    0.000    0.000    0.000 model.py:81(set_view_data)
      314    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        2    0.000    0.000    0.000    0.000 npyio.py:585(loadtxt)
     1260    0.000    0.000    0.000    0.000 ElementPath.py:113(select)
        1    0.000    0.000    0.000    0.000 legend_handler.py:25(<module>)
        6    0.000    0.000    0.000    0.000 patches.py:1496(_pprint_table)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3129(oneOf)
        1    0.000    0.000    0.000    0.000 httplib.py:762(connect)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
